PG.ProteinGroups,PG.Genes,PG.ProteinDescriptions,[1] HREC_ETIS_1.raw.PG.Quantity,[2] HREC_ETIS_2.raw.PG.Quantity,[3] HREC_ETIS_3.raw.PG.Quantity,[4] HREC_ETIS_4.raw.PG.Quantity,[5] HREC_IRIS_1.raw.PG.Quantity,[6] HREC_IRIS_2.raw.PG.Quantity,[7] HREC_IRIS_3.raw.PG.Quantity,[8] HREC_IRIS_4.raw.PG.Quantity,[9] HREC_P_1.raw.PG.Quantity,[10] HREC_P_2.raw.PG.Quantity,[11] HREC_P_3.raw.PG.Quantity,[12] HREC_P_4.raw.PG.Quantity
Q9UHL4,DPP7,Dipeptidyl peptidase 2,463544.4688,424311.0313,434063.7188,459430.0625,420942.5938,420044.1875,424089.2813,471102.9375,210815.1719,237714.5781,239003.2656,234142.375
Q9UHN1,POLG2,"DNA polymerase subunit gamma-2, mitochondrial",6586.847168,5863.561523,5681.430176,4394.778809,6266.512207,5937.473633,6878.523438,6896.48584,3297.61792,2689.767578,1476.429199,3169.234375
Q9UHN6,CEMIP2,Cell surface hyaluronidase,31215.24219,29395.02344,29525.79688,28201.50781,28340.6582,27146.69531,27250.06445,26523.39063,29136.16406,25758.30859,27300.49609,26804.17578
Q9UHP3,USP25,Ubiquitin carboxyl-terminal hydrolase 25,95794.25781,87728.5625,107374.6094,98620.27344,106883.5078,101390.5938,105531.1406,101203.6641,83747.88281,102580.2734,104662.2031,107316.7969
Q9UHQ4,BCAP29,B-cell receptor-associated protein 29,8138.688477,5751.299805,8994.863281,7992.297363,8257.551758,8101.178223,4156.817383,9511.672852,3870.124023,4700.79541,5601.59375,5334.066895
Q9UHQ9,CYB5R1,NADH-cytochrome b5 reductase 1,97725.69531,78351.10938,82598.91406,73772.46875,74137.48438,71297.34375,69693.38281,74941.64063,42109.50781,38198.64453,48998.53125,36896.26172
Q9UHR4,BAIAP2L1,Brain-specific angiogenesis inhibitor 1-associated protein 2-like protein 1,7086.414063,5902.332031,8859.774414,7320.16748,6080.399414,7730.067871,7569.868164,8612.330078,8692.832031,10441.13184,9154.90625,8019.484375
Q9UHR5,SAP30BP,SAP30-binding protein,2574.166748,3300.900146,2196.865967,2450.611328,2552.374268,3024.091553,1936.695313,2316.969971,1386.595215,2083.925781,1206.538818,1995.673706
Q9UHR6,ZNHIT2,Zinc finger HIT domain-containing protein 2,19652.94922,16086.70801,18007.14453,16557.96289,15362.04004,14040.6875,18005.25977,17336.85938,20829.49023,16906.90234,19961.62891,17480.61133
Q9UHV5,RAPGEFL1,Rap guanine nucleotide exchange factor-like 1,NaN,168.7824707,186.1454926,NaN,9.811517715,0.535508215,149.5019836,176.4381409,151.2936401,0.458853066,116.4151688,NaN
Q9UHV7,MED13,Mediator of RNA polymerase II transcription subunit 13,5856.893555,6338.273926,5325.714844,4486.34375,5523.661621,4287.439941,4140.326172,5824.262695,7604.489258,6512.458984,3949.442383,6742.239746
Q9UHV9,PFDN2,Prefoldin subunit 2,294363.8438,276379.375,272450.0938,286229.3125,276515.5938,275532.6875,306307.8438,276587.1875,139637.9688,281699.8438,255655.125,285864.7813
Q9UHW5,GPN3,GPN-loop GTPase 3,3006.520752,3937.945557,3723.587402,4458.691895,4203.972168,2010.616455,5509.779297,7436.140625,4934.067871,3837.719727,3757.411377,2925.053467
Q9UHW9,SLC12A6,Solute carrier family 12 member 6,2361.393311,4566.862793,3300.939453,3196.695557,2506.249512,2517.10791,3609.265381,2178.977051,3090.253906,3050.613037,3342.047852,3327.313232
Q9UHX1,PUF60,Poly(U)-binding-splicing factor PUF60,94723.77344,113893.4531,101708.7656,102549.7109,107929.8047,105594.9063,102335.5078,102090.4844,101406.1484,116596.1016,101364.9844,123381.7266
Q9UHY1,NRBP1,Nuclear receptor-binding protein,19726.10156,15286.31152,13344.52344,13651.06348,13164.4668,14361.12695,11385.18262,14057.74805,25149.93945,18352.22656,24232.9082,16406.73828
Q9UHY7,ENOPH1,Enolase-phosphatase E1,16276.84668,25287.23633,17979.93359,17393.25391,18652.73047,22128.06445,15892.73633,14547.40234,37193.76563,9687.736328,23508.9043,18777.24609
Q9UHY8,FEZ2,Fasciculation and elongation protein zeta-2,2098.572998,3993.324219,2272.231934,1500.60083,2535.010254,1808.78833,2010.738647,2273.929199,759.1528931,2276.559814,546.5830688,2740.03833
Q9UI08,EVL,Ena/VASP-like protein,1506.393188,1365.126465,2138.13623,1720.700073,1832.206909,2123.689209,2159.365479,1557.340576,917.12323,1572.116699,1409.890015,2214.478271
Q9UI09,NDUFA12,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 12,80715.85156,74712.57813,76708.44531,69441.45313,68120.23438,100832.0391,70566.98438,67696.73438,41654.53906,46310.27344,37093.30859,38496.51172
Q9UI10,EIF2B4,Translation initiation factor eIF-2B subunit delta,35145.73438,31430.11133,32078.21094,35850.10156,29911.83203,36161.72656,26835.95508,28811.61328,48783.13672,39237.85156,27425.9707,28251.87695
Q9UI12,ATP6V1H,V-type proton ATPase subunit H,111883.8281,97623.59375,98493.46875,95542.77344,100792.0156,102092.8672,100046.8984,103542.0391,78845.82813,65642.07031,65961.58594,66285.69531
Q9UI14,RABAC1,Prenylated Rab acceptor protein 1,12112.79492,10691.49414,10618.95996,9376.477539,7873.057129,9147.870117,8909.833008,9426.135742,52212.30078,10128.01758,11512.47461,11497.70508
Q9UI15,TAGLN3,Transgelin-3,120266.875,113787.9297,119452.2031,115060.4453,113380.5313,108443.7422,116740.4844,110684.3828,46614.30859,59730.83984,35412.54688,62185.28906
Q9UI26,IPO11,Importin-11,19786.24023,16196.64941,15280.84961,13621.66602,14884.48926,16559.40234,15678.17188,13892.91602,26289.87305,23392.37891,21303.39063,21842.49219
Q9UI30,TRMT112,Multifunctional methyltransferase subunit TRM112-like protein,73514.50781,83698.76563,80998.26563,91711.08594,85669.82813,86513.58594,83825.75781,85878.70313,78943.14844,87198.4375,85622.36719,95451.09375
Q9UI42,CPA4,Carboxypeptidase A4,776.8201904,3608.361328,3704.12207,4936.41748,2605.577148,2795.762451,2906.514893,3639.888428,615.9158325,256.3538818,1320.036621,1766.75354
Q9UI43,MRM2,"rRNA methyltransferase 2, mitochondrial",1786.780151,1302.379028,1843.939453,2463.121582,1898.121704,936.1057739,1758.671143,1364.932129,1132.358398,1102.45752,471.6325684,618.2334595
Q9UIA9,XPO7,Exportin-7,79961.19531,86099.75781,89371.65625,85708.08594,86628.28125,94560.4375,82142.64844,81611.88281,78951.94531,75700.84375,72877.85938,85310.50781
Q9UIC8,LCMT1,Leucine carboxyl methyltransferase 1,43269.50781,47523.12109,43166.375,46036.35156,49242.66406,46114.42188,44494.28906,50558.82422,20875.91797,35627.91406,22285.03711,31981.11328
Q9UID3,VPS51,Vacuolar protein sorting-associated protein 51 homolog,42067.21094,37458.9375,43426.94141,43563.49609,37861.91016,37860.64063,41880.47656,33801.39453,29844.49219,36583.64063,30225.35742,41073.74609
Q9UIF8,BAZ2B,Bromodomain adjacent to zinc finger domain protein 2B,1415.365234,930.7651367,2589.09668,1048.773804,2082.089355,1102.491089,1621.61499,2056.58374,1636.826782,2367.812256,2831.970215,2370.931641
Q9UIF9,BAZ2A,Bromodomain adjacent to zinc finger domain protein 2A,19116.56445,15438.10645,17593.33789,19020.61133,16573.99219,16636.89063,17634.33594,16710.99219,16828.87695,21475.60742,20498.57813,20452.6582
Q9UIG0,BAZ1B,Tyrosine-protein kinase BAZ1B,15843.61816,15535.04004,17065.44922,15387.31445,18046.11328,16390.42773,14435.8125,17835.05078,28006.21484,28210.43555,26519.05078,23056.38086
Q9UIJ7,AK3,"GTP:AMP phosphotransferase AK3, mitochondrial",289419.3438,307307.4063,298942.6563,302212.0625,281303.5938,281953.1875,290968.9375,276295.9063,151142.5625,145842.0781,151197.7188,145940.875
Q9UIM3,FKBPL,FK506-binding protein-like,24663.77148,19474.03125,17273.25,21471.64648,15451.70801,16716.61133,12833.96484,13486.52637,473.2178955,8571.338867,5277.211914,9106.263672
Q9UIQ6,LNPEP,Leucyl-cystinyl aminopeptidase,92205.05469,75223.28125,79786.79688,76685.29688,85161.55469,83563.71875,72215.80469,77787.94531,87083.48438,61596.61328,72904.60938,73562.96094
Q9UIS9,MBD1,Methyl-CpG-binding domain protein 1,3027.009277,2662.056396,2758.672607,3364.561768,3312.312744,2949.906738,2902.019775,3005.148438,3504.605957,4247.887207,2030.954224,3149.828613
Q9UIU6,SIX4,Homeobox protein SIX4,1259.11731,953.2590332,354.146698,1193.585571,600.0151978,1232.912842,573.3078613,841.5198975,3694.26001,2364.23291,2943.327393,2176.106201
Q9UIV1,CNOT7,CCR4-NOT transcription complex subunit 7,5727.158203,6450.588867,5801.275391,6461.206543,5976.200684,7786.888184,5577.036133,7560.331543,4744,6772.692871,5994.633301,7364.427734
Q9UIV8,SERPINB13,Serpin B13,875.3355713,139.6381531,1412.238892,286.7340088,267.7831726,211.2950745,854.8898926,674.7949219,320.389801,225.7021027,204.6347504,636.5355225
Q9UIW2,PLXNA1,Plexin-A1,12047.9668,8764.132813,10535.15234,9233.345703,10043.75391,7718.853516,9228.102539,4479.788086,10476.67969,9933.993164,10217.28125,12805.36719
Q9UJ04,TSPYL4,Testis-specific Y-encoded-like protein 4,1031.451782,NaN,621.9051514,469.9179688,208.1862335,346.7072144,NaN,902.3230591,302.3132324,379.6569214,779.4249878,NaN
Q9UJ14,GGT7,Glutathione hydrolase 7,4129.533691,5082.887695,6056.301758,4302.276855,3604.964355,4015.799805,4577.41748,3944.791016,1589.699463,3670.145508,2967.037109,4694.280762
Q9UJ37,ST6GALNAC2,"Alpha-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2",6390.910156,1186.675049,8357.22168,467.9043274,1381.558838,1411.032593,1456.374634,702.9945068,664.7803345,994.7903442,532.8056641,NaN
Q9UJ41,RABGEF1,Rab5 GDP/GTP exchange factor,13094.98535,14174.79395,13317.04492,12077.91211,12667.23145,13468.50879,13820.95801,12904.66211,11282.24707,11701.26172,11083.08594,11906.35059
Q9UJ68,MSRA,Mitochondrial peptide methionine sulfoxide reductase,2513.769043,3569.365723,3085.205078,3308.695313,3402.518311,4988.945313,3902.166748,3572.942627,9791.462891,3352.179932,2960.06543,3279.847656
Q9UJ70,NAGK,N-acetyl-D-glucosamine kinase,284173.6875,276781.125,275305.4375,294316.1563,272074.5625,287839.7813,273804.5,297231.375,166699.9688,166724.5313,160200.9219,175097.5156
Q9UJ83,HACL1,2-hydroxyacyl-CoA lyase 1,27086.17188,28674.57422,26975.29688,30124.55273,31492.66797,30369.45703,27225.9043,27286.09961,18338.27344,22983.57422,19335.24609,25706
Q9UJA5,TRMT6,tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6,47280.88672,52285.04688,51496.70703,48638.83984,49017.13281,45688.83984,49776.35938,51895.98047,47955.33203,53868.25391,53030.50781,58125.61328
Q9UJC3,HOOK1,Protein Hook homolog 1,23643.80664,26775.32031,26280.81055,26033.1543,26405.79688,26496.20703,26220.27344,26952.3418,22813.47266,24899.47656,24067.39258,26162.125
Q9UJF2,RASAL2,Ras GTPase-activating protein nGAP,18229.73438,17725.73242,20463.70898,16090.97461,19478.10156,14643.93164,22954.72852,18592.69727,14641.92578,17169.28711,19124.41211,19206.49609
Q9UJG1,MOSPD1,Motile sperm domain-containing protein 1,453.0126648,10885.04395,113.3853912,NaN,496.2054443,NaN,472.4261475,NaN,869.9388428,121.2195053,116.9323196,6841.031738
Q9UJJ9,GNPTG,N-acetylglucosamine-1-phosphotransferase subunit gamma,12149.51563,13487.9873,13857.19922,17125.55469,13147.0957,12559.7207,14579.89258,14263.53418,7939.0625,5860.145996,8616.084961,11124.3584
Q9UJK0,TSR3,18S rRNA aminocarboxypropyltransferase,11991.0459,10518.60449,12983.99707,12418.14941,13086.91992,11892.73926,10553.53418,11366.70898,11476.33496,13813.37695,13424.55078,13299.53516
Q9UJM3,ERRFI1,ERBB receptor feedback inhibitor 1,8982.999023,7286.099609,7934.986816,9380.693359,8861.611328,9787.956055,8712.011719,10827.33398,10567.2832,14153.79492,10777.92383,15275.2998
Q9UJN7,ZNF391,Zinc finger protein 391,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.171999186,NaN,NaN,NaN,NaN
Q9UJP4,KLHL21,Kelch-like protein 21,1215.15564,5292.571289,7217.896973,5374.964355,7642.629883,4080.084473,9006.339844,6196.731934,2973.072754,4101.388184,837.4035645,4724.071777
Q9UJS0,SLC25A13,Calcium-binding mitochondrial carrier protein Aralar2,385376.3125,370067.75,374318.125,385559.875,401996.5625,413481.125,417500.7188,404024.2813,312814.6563,300085.9375,288672.25,270471.4375
Q9UJT0,TUBE1,Tubulin epsilon chain,18.43159103,57.96338654,NaN,NaN,NaN,25.97186089,NaN,NaN,52.08062744,NaN,66.74918365,22.85826492
Q9UJU6,DBNL,Drebrin-like protein,296803.6563,296150.75,300953.9688,241538.4844,249384.4063,224195.9375,270175.9063,258018.0469,251017.0313,241562.7188,271598.1563,256304.25
Q9UJV3,MID2,Probable E3 ubiquitin-protein ligase MID2,NaN,NaN,160.2491913,416.740509,583.2212524,NaN,NaN,529.8310547,255.9654541,117.5749054,NaN,NaN
Q9UJV9,DDX41,Probable ATP-dependent RNA helicase DDX41,4717.268066,4128.656738,3611.934326,3562.128662,4537.851074,4665.776367,5093.049316,1826.750488,6911.543945,1644.335938,6812.87207,4583.575195
Q9UJW0,DCTN4,Dynactin subunit 4,195459.5938,204343.6719,213199.625,204037.0625,184935.8281,215424.8594,206046.8281,207373.0625,155506.2188,145050.8594,157974.2031,151604.5781
Q9UJX2,CDC23,Cell division cycle protein 23 homolog,11830.7334,13947.40625,13099.75391,11675.47461,12190.19922,12065.72949,14257.63965,12765.92578,9424.645508,12814.60156,11592.60352,16340.87793
Q9UJX3,ANAPC7,Anaphase-promoting complex subunit 7,8936.442383,12708.4834,12312.0498,13127.73828,13766.18262,15090.94727,13674.34668,13937.09082,17464.37305,16585.53711,14371.60449,15703.33789
Q9UJX4,ANAPC5,Anaphase-promoting complex subunit 5,8249.169922,8444.424805,7257.496582,6258.46582,8847.334961,7728.521484,8156.054199,7980.943359,10196.95703,7142.13916,9704.819336,7240.693359
Q9UJX5,ANAPC4,Anaphase-promoting complex subunit 4,8987.915039,10081.88574,10246.17578,8239.295898,7683.456543,9480.039063,8594.493164,12648.61035,8444.058594,6305.585938,8142.458984,6416.608398
Q9UJX6,ANAPC2,Anaphase-promoting complex subunit 2,11076.41113,10481.6582,10029.70703,9333.057617,14334.45117,10649.11523,14606.12402,10694.65137,12846.42676,13302.9834,2047.958008,7507.650879
Q9UJY1,HSPB8,Heat shock protein beta-8,63961.74609,64374.63281,71902.79688,55110.82813,48364.74219,51957.81641,56529.66406,47585.85156,30269.30078,50470.59766,46685.23438,55248.11328
Q9UJY4,GGA2,ADP-ribosylation factor-binding protein GGA2,1597.85083,1350.010132,1462.686768,1858.273804,2127.458252,2038.629517,2203.35376,2092.934814,3064.125732,996.9915161,1861.153809,1753.254883
Q9UJY5,GGA1,ADP-ribosylation factor-binding protein GGA1,47137.11719,46579.05859,46186.33984,35514.29688,46429.05859,45172.25,44607.78125,46148.20313,33552.05859,36707.37891,31377.07813,33297.30078
Q9UJZ1,STOML2,"Stomatin-like protein 2, mitochondrial",335180.7188,303439.9063,385460.9063,405789.9063,376736.8438,445356.0938,454063.625,409804.125,155964.2656,327762.7188,285688.0938,246466.25
Q9UK22,FBXO2,F-box only protein 2,70908.60156,72229.78906,77152.21875,64995.46484,57384.45313,63427.68359,52556.95703,49541.96875,14377.28027,18385.12891,15481.30859,17055.47852
Q9UK23,NAGPA,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,1501.307129,1139.355225,1258.585205,2652.692139,1766.878174,1709.265991,678.2845459,1053.750366,1423.911987,3900.869629,3407.053223,3365.342041
Q9UK39,NOCT,Nocturnin,10404.81641,8750.477539,8009.240234,8564.311523,8682.647461,10509.99609,9776.561523,9464.931641,8303.561523,9565.3125,9183.235352,8514.082031
Q9UK41,VPS28,Vacuolar protein sorting-associated protein 28 homolog,66436.10938,58041.84766,59973.41406,62915.20703,56167.79688,60742.17969,67644.60938,62969.35156,43639.48047,52145.46094,50318.64453,50784.88672
Q9UK53,ING1,Inhibitor of growth protein 1,5506.683105,6625.234375,6010.976074,5477.28125,7248.710449,5696.330078,6592.92627,6415.488281,6953.880859,7238.324219,7874.3125,9907.81543
Q9UK58,CCNL1,Cyclin-L1,2930.169189,6096.655762,3697.584473,3586.167969,4453.982422,3175.445068,4740.086426,2176.19873,5063.113281,4106.203613,3626.297607,3213.852051
Q9UK59,DBR1,Lariat debranching enzyme,1884.557373,260.0221863,1689.675171,292.4692993,809.8495483,1560.254883,682.9003906,NaN,1816.840698,3209.505371,2381.571045,1741.321167
Q9UK61,TASOR,Protein TASOR,5756.898926,6182.10498,5253.77832,5970.437012,5750.423828,6020.482422,6073.915527,6543.894043,8358.791016,8689.355469,6642.743164,8769.481445
Q9UK73,FEM1B,Protein fem-1 homolog B,2839.11499,572.0927124,730.6488647,532.1544189,263.6102905,112.0916138,442.0486145,666.7910156,2061.355957,2084.672607,2702.303711,708.8949585
Q9UK76,JPT1,Jupiter microtubule associated homolog 1,84840.24219,84208.34375,72696.60938,65216.46484,55205.73828,54053.40234,73938.77344,57075.82813,78631.5,98488.96875,67590,72539.84375
Q9UK97,FBXO9,F-box only protein 9,32387.32617,32288.45117,32490.40234,23367.41016,27873.24219,26510.11328,28023.95898,23668.34375,25236.07422,21972.26563,24899.20117,24838.84375
Q9UK99,FBXO3,F-box only protein 3,15756.18652,19647.51367,19363.66992,17628.13867,19150.35547,17836.94727,21202.82422,18499.25586,20023.72461,19874.01758,17103.52148,18843.08789
Q9UKA2,FBXL4,F-box/LRR-repeat protein 4,2918.007324,2982.895508,2909.168457,2562.559814,2473.793457,2757.97168,3414.089844,2750.682129,2059.554443,2546.911865,2722.383057,2046.818115
Q9UKA4,AKAP11,A-kinase anchor protein 11,4909.116699,5096.093262,5884.374023,5607.405273,5124.770996,5695.646973,5761.781738,6508.163574,5058.57666,6545.172852,6984.25293,6728.13916
Q9UKA8,RCAN3,Calcipressin-3,5319.352051,6630.812988,5059.050293,2880.528809,4246.777832,1335.953247,4438.65918,4832.04834,2520.7146,5207.951172,5169.75,4554.938965
Q9UKA9,PTBP2,Polypyrimidine tract-binding protein 2,11876.95898,3695.165771,11219.65918,4455.791992,10167.26563,3732.435303,3375.654297,10143.89648,9038.739258,11263.22266,9064.060547,4167.169922
Q9UKB1,FBXW11,F-box/WD repeat-containing protein 11,5562.009277,8127.272949,6209.01709,6994.255371,6999.472656,6088.907715,6472.22998,5050.390625,4799.538086,6453.256836,3602.697266,7134.053711
Q9UKC9,FBXL2,F-box/LRR-repeat protein 2,10554.90332,8287.848633,7333.40625,7570.894531,8167.748047,9001.124023,9275.632813,8481.036133,5528.231934,5593.195801,5850.477539,4249.888672
Q9UKD1,GMEB2,Glucocorticoid modulatory element-binding protein 2,3743.871338,5147.172363,3622.734863,3886.050293,5310.208496,4521.254883,3885.099121,4984.102539,4195.450195,4885.199707,4567.912598,4914.10498
Q9UKD2,MRTO4,mRNA turnover protein 4 homolog,40800.31641,33451.23828,35304.75781,38183.09375,33458.8125,42755.42969,36551.13281,35919.32422,7558.487793,48913.44141,16375.05176,48730.0625
Q9UKE5,TNIK,TRAF2 and NCK-interacting protein kinase,44747.54297,42479.32031,46436.63281,43500.17969,40717.67969,35557.62109,39049.17969,34483.27734,17844.12891,20268.53711,20840.67188,19083.40039
Q9UKF6,CPSF3,Cleavage and polyadenylation specificity factor subunit 3,7747.382813,11812.34082,10836.77148,12122.76758,10639.81738,13340.91504,10188.52051,11912.27832,8652.522461,9961.728516,9942.445313,12185.78809
Q9UKF7,PITPNC1,Cytoplasmic phosphatidylinositol transfer protein 1,10850.51855,9249.868164,9293.666016,9462.348633,8657.091797,10469.59668,8236.094727,9366.326172,12920.17969,9627.929688,10676.94141,9632.453125
Q9UKG1,APPL1,DCC-interacting protein 13-alpha,66147.29688,55752.5625,56774.61719,47350.96094,52863.94922,47312.71484,57737.30469,60723.85938,63899.94141,63773.49219,61736.79688,60234.1875
Q9UKG9,CROT,Peroxisomal carnitine O-octanoyltransferase,28901.4082,22033.55469,23491.83203,20962.39453,19368.10156,19661.42773,20505.36914,20544.48438,12098.85742,14415.04883,13955.69434,12221.13672
Q9UKI2,CDC42EP3,Cdc42 effector protein 3,7869.316406,7342.07959,6635.71582,7575.024902,9098.34375,6917.331055,6285.272461,4776.461914,6546.575195,7656.87207,5971.078125,7469.661621
Q9UKI8,TLK1,Serine/threonine-protein kinase tousled-like 1,1592.518188,1303.502197,2591.605225,1596.892456,759.2441406,922.0403442,760.9856567,1888.808594,3428.921631,3624.530029,3691.866943,3246.761963
Q9UKJ3,GPATCH8,G patch domain-containing protein 8,2613.25708,1792.866211,2279.662109,861.6491699,1801.928711,1994.461426,1568.57666,1256.380371,4321.696777,3451.729004,2949.54541,2901.662598
Q9UKK3,PARP4,Protein mono-ADP-ribosyltransferase PARP4,268307.9375,263260.3125,270895.7813,266155.1563,266858.4688,259199.6563,265727.6875,260024.75,183477.3438,187700.8594,182743.3906,190253.3438
Q9UKK9,NUDT5,ADP-sugar pyrophosphatase,297765.625,290903.2188,288145,280519.5,297314.25,251953.125,277343.375,299029.9688,282921.5313,298745.2188,274279.75,297215.9688
Q9UKL0,RCOR1,REST corepressor 1,9283.931641,9853.957031,9000.859375,7306.228027,8013.627441,10172.38672,10888.02051,10843.8125,18436.83789,13529.6084,18654.12109,11856.18262
Q9UKL6,PCTP,Phosphatidylcholine transfer protein,NaN,NaN,1.014156342,NaN,NaN,NaN,NaN,NaN,0.882530272,0.859703183,NaN,2.433498621
